,datetime,city,state,country,shape,duration_(seconds),duration_(hours/min),comments,date_posted,latitude,longitude,month,year,year_month
158,2005-10-10 14:45:00,los angeles,ca,us,egg,10,10 seconds,Egg UFO over Hollywood Hills and LAX in LOS ANGELES&#44 CA.,10/20/2005,34.0522222,-118.2427778,10,2005,2005-10
159,2005-10-10 20:00:00,loretto,pa,us,triangle,300,5 minutes,Dull red flash&#44 Triangular ship&#44 Vocal Noises,10/30/2006,40.5030556,-78.6305556,10,2005,2005-10
161,2005-10-10 21:00:00,lewisburg,tn,us,unknown,240,4 minutes,Like a grouping of balloons with a slight glow to them,12/7/2006,35.4491667,-86.7888889,10,2005,2005-10
162,2005-10-10 21:30:00,north miami beach,fl,us,other,3600,60 min,a manta ray shaped object with orange and yellow lights flashing in,10/11/2005,25.9327778,-80.1627778,10,2005,2005-10
163,2005-10-10 22:08:00,east wenatchee,wa,us,light,1200,20 min,Strange light over East Wenatchee Washington,10/20/2005,47.4158333,-120.2919444,10,2005,2005-10
164,2005-10-10 23:00:00,hendersonville,nc,us,light,600,10 minutes,Last night&#44 October 10&#44 at about 11:00PM for about ten minutes I observed a peculiar point source light in the Eastern sky. It was at a,10/11/2005,35.3186111,-82.4611111,10,2005,2005-10
165,2005-10-10 23:07:00,brainerd,mn,us,disk,300,5 min.,A big lighted up silver saucer.,10/30/2006,46.3580556,-94.2005556,10,2005,2005-10
167,2006-10-10 01:00:00,pennington,tx,us,diamond,3600,one hour,IN form of diamond with multi colored lights that acted like disco light except one.  theone light was like a brite star and would resp,2/1/2007,31.1911111,-95.2352778,10,2006,2006-10
168,2006-10-10 05:00:00,san francisco,ca,us,triangle,600,10 minutes,black triangles were seen flying across the surface of the full moon,10/30/2006,37.7750000,-122.4183333,10,2006,2006-10
169,2006-10-10 12:37:00,blairsville,ga,us,unknown,10,<10 sec.,Intermittant streak by moon&#44 not seen on photo taken 10 seconds earlier.,10/30/2006,34.8761111,-83.9583333,10,2006,2006-10
170,2006-10-10 16:00:00,savannah,tn,us,light,600,10 minutes,weird light that moved in the sky,10/30/2006,35.2247222,-88.2491667,10,2006,2006-10
171,2006-10-10 16:00:00,waynesboro,va,us,triangle,600,8-10 minutes,Large...beautiful...and brighter than anything I&#39ve ever seen....How small I have felt since....,10/30/2006,38.0683333,-78.8897222,10,2006,2006-10
172,2006-10-10 19:00:00,unsure,ar,,fireball,2,a few seconds,Extreme sound with trails and orange red blue hues to it.  The trails were bright bright white.,12/7/2006,35.20105,-91.831833,10,2006,2006-10
173,2006-10-10 20:00:00,bray,ok,us,other,360,6 mins,Glowing V Shaped Object flying Low making no sound.,12/12/2009,34.6377778,-97.8172222,10,2006,2006-10
175,2006-10-10 22:40:00,waycross,ga,us,light,120,2 minutes,Redish orange light viewed from Waycross &#44Ga. Moving Northwest and suddenly just goes out.,10/30/2006,31.2133333,-82.3541667,10,2006,2006-10
176,2006-10-10 22:50:00,wolfforth,tx,us,disk,300,5 min,Huge aircraft with diagnally aligned white lights moving slowly and loudly through the night.,10/30/2006,33.5058333,-102.0086111,10,2006,2006-10
177,2006-10-10 23:00:00,lyndhurst,oh,us,unknown,300,5 minutes,This is a follow up to my Feb. 16th&#44 1995 report.  This past Tuesday&#44 my wife and I AGAIN heard the same loud&#44 rumbling roar that we he,10/30/2006,41.5200000,-81.4888889,10,2006,2006-10
178,2006-10-10 23:55:00,knik,ak,us,triangle,0,5,Slow moving&#44 no sound&#44  illuminated (craft) triangle over Point McKenzie&#44 Alaska.,10/30/2006,61.4577778,-149.7288889,10,2006,2006-10
179,2007-10-10 01:00:00,lebanon,or,us,light,14400,4 hours,Small Orange-White &quot;star&quot; that moves around in circles&#44 up&#44 down&#44 and sideways fast in the night sky,11/28/2007,44.5366667,-122.9058333,10,2007,2007-10
180,2007-10-10 01:00:00,stockbridge,ga,us,changing,3600,1 hour,i was abducted,11/28/2007,33.5441667,-84.2338889,10,2007,2007-10
181,2007-10-10 04:00:00,denver,co,us,changing,2700,45 minutes+,Huge lighted cluster in the eastern sky.  ((NUFORC Note:  Sighting of Venus.  PD)),11/28/2007,39.7391667,-104.9841667,10,2007,2007-10
182,2007-10-10 04:30:00,jacksonville,fl,us,sphere,30,30 seconds,half mile from de saint Jhons River&#44 low flying sphere&#44   at slow speed without noise,3/4/2008,30.3319444,-81.6558333,10,2007,2007-10
183,2007-10-10 05:00:00,bakersfield,ca,us,circle,0,had a call of a reporting,UFO sighting in Bakersfield,11/28/2007,35.3733333,-119.0177778,10,2007,2007-10
184,2007-10-10 06:00:00,indio,ca,us,oval,600,10 min.,Observed 2 white clouds of identical shape in clear blue shy with object becoming visible beneath one cloud.,6/9/2009,33.7205556,-116.2147222,10,2007,2007-10
185,2007-10-10 13:00:00,owego,ny,us,triangle,10800,3 hours,triangle with 3 llights blinking. 500 Lights On Object0: Yes,11/28/2007,42.1033333,-76.2625,10,2007,2007-10
186,2007-10-10 18:33:00,downingtown,pa,us,circle,120,1 to 1 1/2 minutes,Star-like (but MUCH BRIGHTER AND LARGER) light west of D-town&#44 PA.  Seen against sunset.  ((NUFORC Note:  Contrail??  PD)),11/28/2007,40.0063889,-75.7036111,10,2007,2007-10
187,2007-10-10 19:00:00,austin,tx,us,flash,3,3 seconds,pulsing flash recurring at 2 second intervals 3 times along the same trajectory along 90 degrees of sky,11/28/2007,30.2669444,-97.7427778,10,2007,2007-10
188,2007-10-10 20:10:00,starrsville (covington),ga,us,sphere,60,appx. 1 minute,MUFON GEORGIA FOLLOW-UP REPORT:  Joint NUFORC-MUFON of Georgia Investigation-Fiery Sphere Shaped Object,6/12/2008,33.5394444,-83.8194444,10,2007,2007-10
189,2007-10-10 20:24:00,west palm beach florida,fl,,fireball,180,approx 3 mins,Burning ball across the sky over central/south florida. Strobing effect towards end of the final view of object.,11/28/2007,26.705621,-80.03643,10,2007,2007-10
190,2007-10-10 20:30:00,conyers,ga,us,unknown,3600,1 hour,Craft seen falling and dissapears into thin air.  ((NUFORC Note:  Missile launch??  We have no explanation for the aircraft.  PD)),11/28/2007,33.6675000,-84.0177778,10,2007,2007-10
191,2007-10-10 20:55:00,vero beach,fl,us,unknown,30,30 seconds,Shooting star without red globe burn-out or descent maintains steady Southerly trajectory.  ((NUFORC Note:  Missile launch??  PD)),11/28/2007,27.6383333,-80.3975,10,2007,2007-10
192,2007-10-10 21:00:00,jensen beach,fl,us,oval,120,2 mins,A oval shaped object hovered and shot through the sky with very bright lights and then vanished. 500 Lights On Object0: Yes,11/28/2007,27.2541667,-80.23,10,2007,2007-10
193,2007-10-10 21:43:00,houston,tx,us,formation,35,35 seconds,Large Boomerang formation of lights over Houston&#44 Beltway 8 &amp; Westheimer moving north to south 10/10/07&#44 9:43 PM.,11/28/2007,29.7630556,-95.3630556,10,2007,2007-10
194,2007-10-10 22:00:00,duluth,mn,us,light,600,10 minutes,Bright pulsating light over lake superior.,1/21/2008,46.7833333,-92.1063889,10,2007,2007-10
195,2007-10-10 22:00:00,fleming,co,us,circle,600,10 minutes,UFO SPOTTED&#44 FLEMING COLORADO,11/28/2007,40.6800000,-102.8388889,10,2007,2007-10
196,2007-10-10 22:00:00,grove city,pa,us,unknown,3600,1:00:00,Light pattern moving silently through rapid maneuvers over Grove City,1/21/2008,41.1577778,-80.0888889,10,2007,2007-10
197,2007-10-10 22:00:00,van alstyne,tx,us,other,4,4 seconds,large mass of tiny lights all clustered together in the shape of a large boomerang over eastern sky in north Texas.,11/28/2007,33.4213889,-96.5769444,10,2007,2007-10
198,2007-10-10 23:05:00,northglenn,co,us,triangle,15,15 seconds,Hovering triangular shape seen with flashing lights seen in Colorado,11/28/2007,39.8855556,-104.9866667,10,2007,2007-10
200,2008-10-10 02:00:00,london (canada),on,ca,other,120,2 min. approx,C shape with a T front over London ont on Oct 10&#44 2008 on a clear day around 2PM,6/9/2009,42.983333,-81.25,10,2008,2008-10
201,2008-10-10 02:00:00,north branch,mn,us,light,300,5 min,Lights at night&#44 shining into car and garage and around blinds,10/31/2008,45.5113889,-92.98,10,2008,2008-10
202,2008-10-10 02:00:00,slingerlands,ny,us,circle,240,4 min,Huge&#44 moon size&#44 orange&#44 bright&#44 almost complete circle,10/31/2008,42.6291667,-73.865,10,2008,2008-10
203,2008-10-10 04:00:00,carlin,nv,us,disk,600,10 mins,Ufo sighting in Carlin&#44 NV&#44 at the pilot truck stop. 500 Lights On Object0: Yes,7/19/2010,40.7138889,-116.1030556,10,2008,2008-10
204,2008-10-10 04:50:00,evansville,in,us,formation,600,10 minutes+,I saw a huge V-shaped object moving slowly and silently over the roof tops in my neighborhood.,10/31/2008,37.9747222,-87.5558333,10,2008,2008-10
205,2008-10-10 06:00:00,albany,ny,us,oval,45,45 seconds,I live Colonie&#44 New York&#44 a suburb of Albany.  I live within 4 miles of the Albany International Airport. Many  takeoff&#8217;s and landings,10/31/2008,42.6525000,-73.7566667,10,2008,2008-10
206,2008-10-10 09:30:00,amarillo (hwy. 140),tx,us,flash,0,,we saw flashing lights,10/31/2008,35.2219444,-101.8308333,10,2008,2008-10
207,2008-10-10 10:22:00,fremont,ca,us,triangle,60,1 minute,I saw a brightly lightes v shaped ufo while driving through fremont&#44ca.,10/31/2008,37.5483333,-121.9875,10,2008,2008-10
208,2008-10-10 18:00:00,yuma,az,us,triangle,900,15 minutes,Carousel in the sky on fire / pixalated triangle over Yuma&#44 AZ,10/10/2011,32.7252778,-114.6236111,10,2008,2008-10
209,2008-10-10 19:00:00,south bend,in,us,light,600,10 minutes,Glowing succession of flying objects on the horizon.,10/31/2008,41.6833333,-86.25,10,2008,2008-10
210,2008-10-10 20:00:00,la crescent,mn,us,formation,10,10 seconds,six strange lights in the sky over La Crescent MN,10/31/2008,43.8280556,-91.3038889,10,2008,2008-10
211,2008-10-10 20:00:00,moon township,pa,,unknown,120,2 minutes,unknown rectangular shaped aircraft with bright lights seen over Rt. 60 near Pittsburgh International Airport&#44 definitely NOT a plane,10/31/2008,40.516977,-80.221348,10,2008,2008-10
212,2008-10-10 20:00:00,philadelphia,pa,us,oval,60,1 minute,Silent&#44 oval&#44 bright white craft in yard.,7/4/2012,39.9522222,-75.1641667,10,2008,2008-10
213,2008-10-10 20:00:00,seattle,wa,us,light,180,3 minutes,Around 8:00 pm? I Went out side and looked up at the stars and I saw a light which I thought was a small faded star  until it started t,10/31/2008,47.6063889,-122.3308333,10,2008,2008-10
214,2008-10-10 20:40:00,pueblo,co,us,light,300,5 minutes,In the northwest sky&#44 there were about seven lights moving slowly and flashing in and out if an extremely strange fashion.,10/31/2008,38.2544444,-104.6086111,10,2008,2008-10
215,2008-10-10 21:30:00,cincinnati,oh,us,oval,900,15 minutes,12 ovel objects flying east to west orange and red at a slow speed then vanished,10/31/2008,39.1619444,-84.4569444,10,2008,2008-10
216,2008-10-10 22:00:00,san diego,ca,us,disk,30,30 seconds,low flying saucer in suburban area.  ((NUFORC Note:  Student report.  PD)),10/31/2008,32.7152778,-117.1563889,10,2008,2008-10
217,2008-10-10 22:30:00,madison,wi,us,circle,20,20 secounds,Tanslucent orange/yellow UFO in Madison WI,10/31/2008,43.0730556,-89.4011111,10,2008,2008-10
218,2008-10-10 23:15:00,coldwater,oh,us,sphere,60,1 minute,spherical in shape&#44 orange flames coming from the bottom&#44 completely silent&#44 moved fast and also hovered.,10/31/2008,40.4797222,-84.6283333,10,2008,2008-10
220,2009-10-10 12:00:00,crested butte,co,us,egg,60,1min,metallic egg shaped craft above crested butte&#44 CO.  Also have seen great amount of activity READ ME&#33,12/12/2009,38.8697222,-106.9872222,10,2009,2009-10
221,2009-10-10 12:42:00,tulsa,ok,us,unknown,6,6 seconds,In&#39t see nothing in the park,12/12/2009,36.1538889,-95.9925,10,2009,2009-10
222,2009-10-10 16:24:00,eagar,az,us,unknown,180,2-3 minutes,Second sighting was only 150 feet away.  Observations between two sightings.,12/12/2011,34.1111111,-109.2908333,10,2009,2009-10
223,2009-10-10 19:30:00,suffolk,va,us,unknown,900,15 minutes,It looked sort of lime green.  It appeared to have an odd texture.  It had a dimples on its surface.  It was not smooth at all.  It jus,12/12/2009,36.7280556,-76.5838889,10,2009,2009-10
224,2009-10-10 20:30:00,anaheim,ca,us,light,300,5 mins,UFO over Disneyland.,12/12/2009,33.8352778,-117.9136111,10,2009,2009-10
225,2009-10-10 20:45:00,wilmington,nc,us,light,600,10minutes,Two lights seen with a lighting of something strobe like near the ground.,12/12/2009,34.2255556,-77.945,10,2009,2009-10
226,2009-10-10 21:00:00,leesburg,va,us,disk,300,less than 5 minutes,Two large glowing amber/dark orangish colored circular disks-not a sound-,11/21/2010,39.1155556,-77.5638889,10,2009,2009-10
227,2009-10-10 22:30:00,thief river falls,mn,us,other,0,20,2 orange orbs over airport,7/4/2012,48.1191667,-96.1808333,10,2009,2009-10
228,2009-10-10 23:00:00,michigan city,in,us,changing,900,15 minutes,black object that seemed to impode into a sphere and vanish&#44 only to reappear in the same shape and move location,12/12/2009,41.7075000,-86.895,10,2009,2009-10
229,2009-10-10 23:23:00,cupertino,ca,us,light,180,3 minutes,Bright red light object made random moves horizontally and floated for a while and then went up vertically.,12/12/2009,37.3230556,-122.0311111,10,2009,2009-10
230,2010-10-10 01:00:00,orchard park,ny,us,light,7200,a few hours,Xmas colored rotating lights.  ((NUFORC Note:  Twinkling stars??  PD)),1/5/2011,42.7675000,-78.7441667,10,2010,2010-10
231,2010-10-10 02:30:00,harrisburg,pa,us,circle,240,4  minutes,possible UFO sighting,11/21/2010,40.2736111,-76.8847222,10,2010,2010-10
232,2010-10-10 03:00:00,euclid,oh,us,circle,180,3 minutes,2 objects blinking red and white&#44 disappeared into the sky&#44 after hovering around sky for 3 minutes.( over lake erie,11/21/2010,41.5930556,-81.5269444,10,2010,2010-10
233,2010-10-10 08:30:00,starr,sc,us,formation,600,5-10 mins,Strange orange lights in the night sky,11/21/2010,34.3769444,-82.6958333,10,2010,2010-10
234,2010-10-10 10:45:00,leominster,ma,us,flash,0,,we were in the car and i looked out the window and i seen a unually big ball of a deep yellow color (way bigger than a shooting star li,11/21/2010,42.5250000,-71.7602778,10,2010,2010-10
235,2010-10-10 12:00:00,greenwich,ct,us,light,240,4 mins,&quot;Star&quot; like objects during clear day light in formation.,11/21/2010,41.0263889,-73.6288889,10,2010,2010-10
236,2010-10-10 13:00:00,north charleston,sc,us,light,180,3 minutes,Object(s) visible 3 times at same place in the sky at during day in Chas&#44 SC,7/4/2012,32.8544444,-79.975,10,2010,2010-10
237,2010-10-10 15:00:00,san francisco airport,ca,,triangle,300,5 min.,White or light grey colored and leaving red/orange contrails on a bright blue sky.,9/30/2013,37.615223,-122.389979,10,2010,2010-10
238,2010-10-10 16:30:00,springfield,va,us,cigar,15,15 secs,Metalic cigar shaped object sighted during lull in a storm in Springfield&#44 VA,11/21/2010,38.7891667,-77.1875,10,2010,2010-10
239,2010-10-10 17:10:00,bridgeport,ct,us,light,600,five to ten minutes,Saw a light in the sky fading in and out over Bridgeport&#44 CT.,11/21/2010,41.1669444,-73.2052778,10,2010,2010-10
240,2010-10-10 18:30:00,clackamas,or,us,triangle,120,1-2minutes,triangular ufo sighting in oregon 10-10-10,11/21/2010,45.4077778,-122.5691667,10,2010,2010-10
241,2010-10-10 20:00:00,san angelo,tx,us,oval,60,1 minute,I was coming back from the grocery store around 8:30 pm when I noticed a large orange glowing object in the sky above my neighbors hous,11/21/2010,31.4636111,-100.4366667,10,2010,2010-10
242,2010-10-10 20:20:00,windsor,ct,us,fireball,5,5 seconds,Bus sized fireball object over 91 about 3-400 ft up going about 150 mph at a downward 20 degree angle.,5/2/2014,41.8525000,-72.6441667,10,2010,2010-10
243,2010-10-10 20:45:00,sterling,il,us,cylinder,600,10min,It had rows of white lights with red lights pulsating in between them,11/21/2010,41.7886111,-89.6961111,10,2010,2010-10
244,2010-10-10 21:00:00,everett,wa,us,other,30,30 seconds,crown shaped object with two orange lights over everett wa,11/21/2010,47.9791667,-122.2008333,10,2010,2010-10
245,2010-10-10 21:00:00,kykotsmovi,az,us,disk,7200,2 hours,We saw  what seem to be a space craft in the eastern sky of northern AZ&#44 on 10-10-10.,1/31/2011,35.8752778,-110.6197222,10,2010,2010-10
246,2010-10-10 21:30:00,albany,ny,us,circle,10,10 seconds,Circle of light SUNY Albany.,8/30/2013,42.6525000,-73.7566667,10,2010,2010-10
247,2010-10-10 22:30:00,garden grove,ca,us,egg,7200,2 hours,Blue Light in Garden Grove,11/21/2010,33.7738889,-117.9405556,10,2010,2010-10
248,2010-10-10 23:00:00,miami,fl,us,changing,1200,approx. 20 mins,Bright lights hovering and going in and out of orchestrated formations,11/21/2010,25.7738889,-80.1938889,10,2010,2010-10
249,2010-10-10 23:30:00,anaheim,ca,us,disk,0,30,UFO over Anaheim CA&#44 near midnight&#44 circular with blue lights. Investigated by mysterous helicopter.,11/21/2010,33.8352778,-117.9136111,10,2010,2010-10
250,2011-10-10 00:00:00,troy,ny,us,triangle,7200,2 hours,Red&#44 green &amp; orange blinking triangle formation.  ((NUFORC Note:  Probable sighting of a twinkling star&#44 possibly Sirius.  PD)),10/10/2011,42.7283333,-73.6922222,10,2011,2011-10
